company_name,Ticker1,description,Industry,Country/Territory,Employees,Revenue,Assets,Profits,Nombre del archivo,Sector,Symbol,Short Name,Long Name,Financial Currency,Market Cap,P/E Ratio (ttm),Forward P/E,Diluted EPS (ttm),Dividends Per Share,Dividend Yield,Ex-Dividend Date,Price to Sales (ttm),Price to Book Value (ttm),Gross Margin (ttm),Operating Margin (ttm),Net Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Revenue Growth (y/o/y),EBITDA (ttm),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Range of Price Targets
Bankinter,BKT.MC,"Bankinter SA engages in the provision of banking and financial services. It operates through the following segments: Commercial Banking, Corporate and SME Banking, Consumer Finance, Insurance Services and Other Business. The company was founded in June 1965 and is headquartered in Mardrid, Spain.",Banking,Spain,"5,798",$2.8B,$114.7B,$588.8M,BKT.MC.json,Financial Services,BKT.MC,"BANKINTER, S.A.","Bankinter, S.A.",EUR,5997502976,7.5840907,9.961193,0.88,0.43,0.0633,1711411200,2.5905776,1.1267939,N/A,0.71325,0.36490002,0.0076599997,0.16519,N/A,2.576,0.119,N/A,6527654912,7.264,10053366784,N/A,N/A,"(5.6, 9.0)"
BNK Financial Group,138930.KS,"BNK Financial Group, Inc. engages in the management of its subsidiaries. It operates services through subsidiaries' following businesses: Bank, Financial Investment, Specialized Credit Finance and Mutual Savings Bank. The Bank business offers services such as internet banking, financial products, asset management services, apartment application deposit, fund products, and variable annuity. The Financial Investment business provides securities services, contract based and company tailored products, service dependent on repurchasability, and domestic and overseas futures. The Specialized Credit Finance business engages in the personal loan and credit loan for individual business men, leasing and installment financing, and house and corporate loan services. The Mutual Savings Bank business offers financial services such as loans, currency exchange, and internet and telephone banking. The company was founded on March 15, 2011 and is headquartered in Busan, South Korea. Read Less",Banking and Financial Services,South Korea,"7,862",$5.5B,$108.6B,$595.4M,138930.KS.json,Financial Services,138930.KS,BNK Financial Group,BNK Financial Group Inc.,KRW,2666888691712,N/A,3.3447382,N/A,510.0,0.061,1709078400,0.568546,N/A,N/A,0.44024,0.15764,0.00548,0.07241,N/A,14523.238,-0.246,N/A,28892995780608,89705.164,21833380265984,N/A,N/A,"(4080.0, 10000.0)"
Dentsu,4324.T,"Dentsu Group, Inc. engages in the advertising and communication-related solution services. It operates through Japan and International segments. The Japan segment offers marketing design, creative sphere, digital and social media content, communication design, promotions, data solutions, and social solutions. It also offers consulting services, software products, comprehensive network services, real estate management and sale, and non-life insurance agencies. The International segment provides global network and multi-market brands. The company was founded by Hoshiro Mitsunaga on July 1, 1901 and is headquartered in Tokyo, Japan. Read Less",Media,Japan,"69,066",$9.5B,$28.4B,$455M,4324.T.json,Communication Services,4324.T,DENTSU GROUP INC,Dentsu Group Inc.,JPY,1119302582272,47.195896,13.161904,89.69,139.5,0.033099998,1719446400,0.85799766,1.3298912,0.87755996,0.15051,-0.00821,0.02161,-0.0058600004,N/A,4933.976,0.03,206226997248,413813014528,1564.963,494445002752,54.171,1.142,"(3800.0, 5200.0)"
Thai Oil,TOP.BK,"Thai Oil Public Co. Ltd. is engaged in the production of petroleum products for domestic distribution. It is also involved in petroleum refining, pipeline transportation, and carbon black and paraxylene production. The company operates through the following segments: Oil Refinery, Lube Base Oil Refinery, Petrochemical, Power Generation, Marine Transportation Services, Solvent, Ethanol and Other. Thai Oil Public was founded in 1961 and is headquartered in Bangkok, Thailand.",Oil & Gas Operations,Thailand,,$15.1B,$12.8B,$931.4M,TOP.BK.json,Energy,TOP.BK,TOP_THAI OIL,Thai Oil Public Company Limited,THB,132913487872,6.839081,6.0161777,8.7,3.4,0.0571,1708992000,0.3074503,0.802774,0.076519996,0.022049999,0.04498,0.04325,0.119799994,N/A,193.513,-0.103,35780182016,34376159232,15.389,184384684032,109.55,1.706,"(55.0, 77.0)"
Adaro Energy,ADRO.JK,"PT Adaro Energy Tbk engages in the integrated coal mining, logistics, and power businesses through its subsidiaries. It operates through the following segments: Coal Mining and Trading, Mining Services, Logistics, and Others. The Coal Mining and Trading segment produces and distributes thermal coal. The Mining Services segment provides exploration, drilling, transportation, logistical support, and overburden mining removal services. The Logistics and Others segment focuses on coal terminal operations, barging and ship loading, channel dredging, and maintenance contracting activities. The company was founded on July 28, 2004 and is headquartered in Jakarta, Indonesia. Read Less","Construction, Oil & Gas Operations, Mining and Chemicals",Indonesia,"10,000",$8.1B,$10.8B,$2.5B,ADRO.JK.json,Energy,ADRO.JK,Adaro Energy Indonesia Tbk.,PT Adaro Energy Indonesia Tbk,USD,N/A,N/A,N/A,920.61,399.96,0.1509,1703808000,N/A,N/A,0.3893,0.35286,0.25185,0.1294,0.2662,N/A,0.211,-0.298,2495353088,3359503104,0.109,1439256064,19.426,2.015,"(2043.34, 4243.86)"
Halyk Bank,HSBK.KZ,"Halyk Savings Bank of Kazakhstan JSC engages in the provision of retail and corporate banking, leasing services, assets management, and insurance and brokerage services. It operates through the following business segments: Retail Banking, Corporate Banking, Small and Medium Enterprises (SME), and Investment Banking. The Retail Banking segment comprises of private banking services, private customer current accounts, savings, deposits, investment savings products, custody, credit and debit cards, consumer loans and mortgages to individuals, and cash and foreign currency related services. The Corporate Banking segment represents direct debit facilities, current accounts, deposits, overdrafts, loan and other credit facilities, foreign currency, and trade finance products to legal entities. The SME Banking segment offers bank services to SME clients including current accounts, deposits, overdrafts, loans and other credit facilities, documentary operations and guarantees, foreign exchange transactions and trade finance products. The Investment Banking segment covers the services on sale and purchase of securities on the market. The company was founded in 1923 and is headquartered in Almaty, Kazakhstan. Read Less",Banking,Kazakhstan,"17,038",$3.8B,$30.9B,$1.2B,HSBK.KZ.json,N/A,HSBK.KZ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"('N/A', 'N/A')"
Metalurgica Gerdau,GOAU4.SA,"Metalúrgica Gerdau SA engages in the production and sale of steel products. It also produces flat steels and iron ore. The company was founded by Joao Gerdau and Hugo Gerdau on February 1, 1901 and is headquartered in Porto Alegre, Brazil.",Materials,Brazil,,$15.7B,$15.1B,$751M,GOAU4.SA.json,Basic Materials,GOAU4.SA,GERDAU MET  PN      N1,Metalurgica Gerdau S.A.,BRL,10663546880,5.2193875,6.515923,1.96,0.2,0.0196,1709510400,0.15473153,0.63031423,0.16444,0.056760002,0.03715,0.082049996,0.15662,N/A,66.734,-0.181,12296142848,5640723968,5.462,12195902464,24.602,2.613,"(12.0, 15.0)"
Bank of Greece,ETE.AT,"Bank of Greece SA engages in implementing the Eurosystem's monetary policy safeguarding the stability of the Greek financial system. It also supports the general economic policy of the government.The company was founded in 1927 and is headquartered in Athens, Greece.",Banking,Greece,"1,882",$2.2B,$254.5B,$480M,ETE.AT.json,Financial Services,ETE.AT,National Bank of Greece,National Bank of Greece S.A.,EUR,6742431744,6.094215,7.0228577,1.21,N/A,N/A,1210896000,2.6723866,0.8841727,N/A,0.58542997,0.43837002,0.014529999,0.157,N/A,2.759,-0.037,N/A,12247000064,13.394,6942000128,N/A,N/A,"(6.2, 10.2)"
China International Marine,600795.SS,"China International Marine Containers (Group) Co. Ltd. engages in the provision of modern transportation equipment and services. It supplies equipment and services, including containers, vehicles, energy, chemical and food equipment, offshore, logistics services and airport facilities. The company was founded on January 14, 1980 and is headquartered in Shenzhen, China.",Materials,China,"51,543",$19.3B,$21.6B,$248.2M,600795.SS.json,Utilities,600795.SS,GD POWER DEVELOPMENT CO,"GD Power Development Co.,Ltd",CNY,88642928640,26.157894,10.574468,0.19,0.15,0.030199999,1698105600,0.4823594,1.78456,0.14887,0.15526,0.018550001,0.03348,0.06261,N/A,10.107,-0.11,40575680512,25277585408,1.417,271731310592,228.482,0.477,"(4.1, 5.25)"
Bank of Guizhou,601997.SS,"Bank of Guizhou Co. Ltd. operates as a commercial bank. It operates through the following three segments: Corporate Banking, Retail Banking and Financial Markets. The Corporate Banking segment provides financial products and services, including corporate loans, deposits and fee and commission based products and services. The Retail Banking segment offers a wide range of products and services to retail customers, including loans, deposits, bank cards and other fee and commission based services. The Financial Markets segment primarily includes investment business, money-market transactions, debt securities and distribution, interbank discount and rediscounting of bills, as well as asset management business. The company was founded on September, 28 2012 and is headquartered in Guiyang, China. Read Less",Banking,China,"5,418",$3.6B,$76.8B,$572.6M,601997.SS.json,Financial Services,601997.SS,BANK OF GUIYANG CO. LTD,"Bank of Guiyang Co.,Ltd.",CNY,19780040704,3.4458597,3.3190184,1.57,0.3,0.0555,1686182400,1.8387678,0.3595401,N/A,0.62490004,0.55572,0.00935,0.1025,N/A,2.952,-0.067,N/A,73940254720,20.223,171588534272,N/A,N/A,"(6.5, 6.68)"
Nishi-nippon Financial Holdings,8591.T,"Nishi-Nippon Financial Holdings, Inc. operates as a holdings company which offers investment services through its subsidiaries. It also provides various financial products and services through deposit business, lending business, exchange business, securities investment business and others. The company was founded on December 1, 1944 and is headquartered in Fukuoka, Japan.",Banking,Japan,"3,915",$1.1B,$100.6B,$228.2M,8591.T.json,Financial Services,8591.T,ORIX CORPORATION,ORIX Corporation,JPY,3879299973120,13.970985,9.999107,240.57,102.4,0.030299999,1711584000,1.4317988,1.0407538,0.41237,0.19803,0.10348,0.02257,0.07817,N/A,2327.37,0.076,923233026048,932210016256,807.659,5984331759616,157.199,4.332,"(2840.0, 3800.0)"
Hengyi Petrochemical ,600000.SS,"HengYi Petrochemical Co., Ltd. engages in the production and distribution of pure terephthalic acid (PTA) and polyester fiber products. It offers PTA products, fully drawn yarn products, polyester pre-oriented yarn products, draw texturing yarn products, polyester staple fiber products, polyester chips, as well as polyester bottle flakes, among others. The company was founded on February 10, 1990 and is headquartered in Hangzhou, China.",Household & Personal Products,China,"15,637",$21.4B,$15.6B,-$259.2M,600000.SS.json,Financial Services,600000.SS,SHANGHAI PUDONG DEVELOPMENT BAN,"Shanghai Pudong Development Bank Co., Ltd.",CNY,208400613376,6.6981134,6.635514,1.06,0.32,0.045100003,1689897600,1.2016134,0.29118648,N/A,0.09305,0.21162,N/A,0.05131,N/A,5.056,2.825,N/A,1331338018816,45.358,2057828040704,N/A,N/A,"(3.8, 9.0)"
Orient Securities,600958.SS,"Orient Securities Co., Ltd. engages in the provision of financial services. It operates through the following segments: Securities Sales and Trading; Investment Management; Brokerage and Securities Financing; Investment Banking; and Headquarters and Others. The company was founded on December 10, 1997 and is headquartered in Shanghai, China.",Diversified Financials,China,"8,391",$2.5B,$52.9B,$403.1M,600958.SS.json,Financial Services,600958.SS,ORIENT SECURITIES COMPANY LIMIT,Orient Securities Company Limited,CNY,68468310016,20.348837,13.257575,0.43,0.15,0.0171,1687910400,4.0074835,1.0089945,1.0,-0.09696,0.16097,N/A,0.03524,N/A,1.864,-0.497,N/A,195054632960,22.957,156941549568,199.434,N/A,"(4.2, 12.38)"
Tokyo Kiraboshi Financial Group,8604.T,"Tokyo Kiraboshi Financial Group, Inc. engages in the management of its subsidiaries and the provision of financial services. The company operates through the Bank and Others business divisions. The Bank business division includes deposits, loans, domestic and foreign exchange, commodity securities trading and securities investment. The Others business division offers credit card services, information provision services, and computer related services. The company was founded on October 1, 2014 and is headquartered in Tokyo, Japan.",Banking,Japan,"2,753",$843M,$49.9B,$176.2M,8604.T.json,Financial Services,8604.T,NOMURA HOLDINGS INC.,"Nomura Holdings, Inc.",JPY,2951560560640,26.615301,14.297125,36.99,20.0,0.0202,1695859200,2.0513601,0.9049162,0.78386,0.19667,0.08096,0.00235,0.03726,N/A,476.592,0.017,N/A,29879921803264,9912.335,33418825957376,994.416,1.318,"(650.0, 950.0)"
